customerID,firstName,lastName,birthDate,moneySpent,anniversary
81,Sourav,Roy,3/28/1976,48522.99,
82,Pankaj,Mukherjee,11/28/1986,29868.91,
83,Riya,Pal,1/26/1989,5870.72,7/11/2020
84,Niladri,Sen,6/5/1986,21859.27,
85,Sandip,Mitra,2/25/1999,36878.18,10/12/2035
86,Mousumi,Roy,5/7/1994,33245.46,
87,Sneha,Mukherjee,1/30/1989,36015.74,11/11/2011
88,Priya,Sharma,11/15/1988,20179.78,3/5/2016
89,Priya,Sharma,9/16/1980,33279.98,
90,Debayan,Chakraborty,10/22/1982,20363.15,7/17/2009
91,Rahul,Dutta,11/14/1987,39309.37,
92,Tanmoy,Chakraborty,6/15/1989,33813.80,5/11/2019
93,Sandip,Sarkar,8/12/1982,25821.06,12/17/2008
94,Tanmoy,Roy,3/11/1979,11819.94,1/9/2016
95,Priya,Sen,12/7/1983,2406.06,
96,Sayan,Mukherjee,4/8/1978,31525.29,2/16/2018
97,Mousumi,Pal,3/28/2006,20042.68,
98,Argha,Chakraborty,11/5/2005,37573.13,
99,Abhi,Mitra,1/26/1994,40225.08,
100,Sandip,Sarkar,4/2/1977,42431.98,10/24/2017
101,Vikram,Chatterjee,11/4/1995,29813.07,5/12/2028
102,Vikram,Mukherjee,4/7/2007,41545.40,10/26/2036
103,Sourav,Sarkar,2/20/1982,22558.48,10/8/2012
104,Ranit,Bose,8/9/2003,38905.97,
105,Sayan,Chakraborty,9/24/1985,3966.42,
106,Priya,Sen,3/10/1987,44662.04,
107,Subhajit,Chatterjee,10/7/1981,34728.10,
108,Mousumi,Banerjee,8/11/1993,23349.62,10/7/2025
109,Amit,Sen,11/5/1993,38512.81,
110,Rahul,Bose,10/28/2000,394.21,
111,Riya,Dutta,6/29/1992,21009.16,3/23/2031
112,Sourav,Mitra,1/22/2002,11049.14,12/29/2032
113,Anjali,Sarkar,4/20/1976,33476.79,
114,Debayan,Pal,5/28/1982,6468.63,1/5/2023
115,Tanmoy,Sharma,3/17/1976,28263.16,6/20/2009
116,Rahul,Banerjee,10/31/2003,23138.75,4/5/2043
117,Amit,Dutta,1/3/1992,22789.50,
118,Sneha,Mitra,1/3/1992,47565.09,
119,Anjali,Dutta,9/3/1978,27017.01,6/17/2015
120,Riya,Sen,2/29/2004,47868.55,
121,Amit,Mitra,5/23/1976,41977.52,11/6/2000
122,Tanmoy,Chatterjee,9/13/1985,33506.00,
123,Niladri,Sen,11/11/1995,18507.87,1/17/2033
124,Tanmoy,Mukherjee,3/23/2007,40983.13,
125,Priya,Banerjee,12/16/2000,15666.67,
126,Debayan,Ghosh,1/27/2007,29645.68,
127,Ranit,Banerjee,4/10/2006,34244.53,4/30/2045
128,Abhi,Mitra,5/21/2000,26683.99,2/28/2028
129,Riya,Banerjee,9/11/1997,42493.82,12/18/2017
130,Sayan,Banerjee,6/12/1994,44589.59,9/7/2028
131,Vikram,Pal,11/11/1981,26135.16,4/22/2018
132,Akash,Mukherjee,2/21/1999,21835.17,7/21/2029
133,Niladri,Dutta,6/16/1989,46737.63,1/28/2028
134,Akash,Sarkar,12/9/1985,30555.55,9/15/2018
135,Debayan,Roy,4/15/1976,9173.81,7/25/2003
136,Mousumi,Roy,8/3/1986,44027.97,
137,Akash,Sharma,6/16/1975,4372.09,9/23/1999
138,Anjali,Sarkar,11/27/1999,23857.05,5/19/2035
139,Sayan,Sarkar,10/10/1975,11157.66,
140,Ranit,Dutta,10/13/2004,27718.30,5/20/2035
141,Riya,Ghosh,9/9/1999,35172.46,
142,Akash,Dutta,4/11/1986,36092.09,
143,Sneha,Banerjee,1/14/1999,9338.98,7/2/2034
144,Mousumi,Pal,9/20/1996,29520.39,
145,Sandip,Mukherjee,9/11/1987,9786.47,5/9/2026
146,Ranit,Roy,1/18/1983,35430.12,
147,Argha,Dutta,1/15/1977,14677.62,6/9/2009
148,Argha,Chakraborty,1/7/1997,712.04,
149,Priya,Sarkar,6/22/1996,48278.33,8/5/2020
150,Akash,Bose,6/6/1996,3360.64,
151,Sayan,Banerjee,11/18/2000,7671.18,1/26/2022
152,Niladri,Dutta,10/27/1978,27947.84,6/18/2001
153,Anjali,Mukherjee,9/27/2001,38807.11,10/14/2026
154,Debayan,Sarkar,11/10/1994,29467.40,
155,Anjali,Dutta,7/4/2000,48009.43,3/2/2034
156,Abhi,Mitra,4/27/1984,33055.36,3/29/2010
157,Pankaj,Sen,10/18/1982,233.52,4/17/2006
158,Vikram,Pal,8/21/2001,11650.66,5/10/2022
159,Priya,Pal,5/14/1995,11747.85,
160,Akash,Mitra,1/14/2003,46690.06,1/19/2041
161,Anjali,Banerjee,6/6/1999,7534.57,
162,Akash,Bose,5/19/1981,8379.55,
163,Priya,Mukherjee,7/13/2000,6305.25,5/14/2030
164,Priya,Pal,1/20/1993,27045.08,4/6/2024
165,Vikram,Banerjee,10/29/2001,21658.23,
166,Sneha,Mukherjee,3/26/1986,11523.33,
167,Niladri,Mukherjee,12/6/1975,41088.92,12/29/2010
168,Niladri,Das,11/10/1982,22167.25,6/16/2017
169,Akash,Chatterjee,4/4/2001,24637.12,7/4/2039
170,Subhajit,Sarkar,8/10/1990,33539.66,10/17/2017
171,Pankaj,Roy,6/19/1993,33162.92,12/1/2019
172,Debayan,Bose,9/4/1999,4494.18,
173,Akash,Roy,3/14/1980,43259.04,4/2/2009
174,Rahul,Chakraborty,5/4/1999,9460.37,7/16/2020
175,Riya,Mukherjee,5/12/1997,2675.43,5/23/2034
176,Akash,Sharma,11/16/1980,44054.25,9/9/2010
177,Sayan,Banerjee,4/17/1976,39985.76,12/7/2009
178,Pankaj,Dutta,9/16/1999,20458.74,
179,Ranit,Bose,2/2/1980,32420.71,9/16/2002
180,Argha,Sarkar,2/22/2007,35300.04,
181,Anjali,Bose,8/23/1996,22893.64,2/4/2022
182,Argha,Ghosh,7/20/1983,37340.00,12/7/2014
183,Argha,Bose,2/17/1978,39521.31,
184,Anjali,Roy,10/10/1997,228.01,
185,Priya,Bose,4/30/2001,24533.05,2/12/2036
186,Argha,Sarkar,2/28/1999,27640.68,8/8/2026
187,Sourav,Ghosh,6/5/1995,9513.75,11/30/2034
188,Ranit,Mukherjee,3/6/1992,38799.67,
189,Amit,Roy,3/20/1996,19123.43,5/27/2034
190,Argha,Sarkar,8/29/1976,48271.14,
191,Sneha,Bose,7/3/1979,5075.61,5/12/2009
192,Vikram,Das,5/29/2007,43559.56,
193,Argha,Banerjee,1/23/1996,16994.21,12/28/2021
194,Debayan,Chakraborty,8/8/1978,33750.44,9/14/2017
195,Sourav,Ghosh,3/16/1989,37994.15,2/3/2029
196,Sourav,Das,9/12/2002,31594.93,
197,Priya,Sen,1/20/1979,38042.45,3/31/2001
198,Abhi,Sarkar,6/18/1982,1544.47,9/16/2022
199,Sneha,Mitra,7/8/1977,18804.57,
200,Argha,Sen,10/29/1998,39646.72,2/7/2034
201,Pankaj,Chatterjee,7/17/1978,31023.55,2/8/2007
202,Ranit,Sarkar,2/27/2001,23111.38,
203,Akash,Sarkar,6/15/1986,40251.19,8/7/2026
204,Priya,Chakraborty,7/9/1999,22142.32,
205,Riya,Mukherjee,6/2/1988,34546.64,12/2/2017
206,Vikram,Bose,7/20/1988,19296.19,
207,Sayan,Banerjee,8/22/1985,18012.06,
208,Priya,Pal,3/30/1988,41518.87,
209,Debayan,Dutta,5/13/1975,38937.75,9/24/2010
210,Amit,Mukherjee,4/13/1997,14381.09,7/8/2037
211,Ranit,Mukherjee,10/21/1990,9587.59,
212,Akash,Chakraborty,5/4/2007,41933.02,8/5/2042
213,Abhi,Chakraborty,12/29/2003,39451.66,
214,Amit,Mukherjee,5/14/1991,45490.43,5/16/2013
215,Sneha,Pal,8/21/1993,6694.77,
216,Sourav,Roy,10/24/1998,41540.58,11/28/2024
217,Akash,Bose,8/12/1996,37353.31,3/21/2023
218,Sneha,Mitra,3/1/1980,7123.78,11/2/2001
219,Ranit,Bose,5/3/2005,48366.76,3/27/2034
220,Sourav,Roy,1/19/1979,13296.48,5/8/1999
221,Abhi,Sarkar,7/14/1991,13181.85,8/6/2026
222,Debayan,Bose,8/23/2003,33774.34,1/21/2026
223,Sayan,Das,10/16/2002,16467.51,5/15/2035
224,Tanmoy,Sen,1/20/2004,41210.38,
225,Priya,Chakraborty,4/25/1993,2362.81,
226,Amit,Dutta,2/5/1997,11816.52,
227,Sourav,Chatterjee,6/7/1992,47474.10,6/16/2027
228,Sourav,Ghosh,5/6/2001,44282.15,10/17/2024
229,Abhi,Bose,12/13/1996,47580.92,12/30/2037
230,Amit,Pal,8/15/1991,22290.32,
231,Ranit,Bose,4/9/1991,34315.45,
232,Sourav,Chakraborty,2/2/1991,13866.48,
233,Abhi,Bose,5/26/1995,10684.08,
234,Tanmoy,Das,4/8/1977,49442.16,9/19/2002
235,Niladri,Sen,1/29/1978,10437.15,6/30/2010
236,Mousumi,Bose,6/14/1985,7462.95,
237,Tanmoy,Das,6/9/1987,49377.61,9/1/2010
238,Sourav,Dutta,10/29/1982,43335.75,
239,Argha,Das,1/26/1991,29483.76,5/23/2016
240,Rahul,Chatterjee,11/26/1986,37111.73,
241,Sandip,Banerjee,11/7/1977,18165.74,4/15/2015
242,Niladri,Banerjee,4/11/1995,2263.92,1/20/2029
243,Sandip,Dutta,7/19/1995,3135.19,3/25/2016
244,Sayan,Bose,1/6/1993,24564.42,6/4/2015
245,Vikram,Banerjee,8/16/1978,7501.86,
246,Argha,Dutta,1/2/2003,35636.42,4/16/2035
247,Debayan,Mukherjee,10/19/1998,25327.00,
248,Anjali,Banerjee,6/24/2006,32770.18,
249,Sourav,Pal,8/23/1984,11501.83,7/19/2024
250,Sneha,Bose,5/6/1995,36507.66,
251,Sneha,Ghosh,1/7/1989,47684.27,5/26/2017
252,Sayan,Banerjee,2/3/1979,21650.64,3/2/2001
253,Riya,Mitra,11/1/1980,47835.57,12/22/2013
254,Sourav,Roy,1/20/2005,17744.54,
255,Anjali,Bose,5/6/2007,14452.71,
256,Priya,Roy,8/25/1979,7821.04,5/27/2004
257,Sayan,Sen,11/9/1979,27857.65,
258,Abhi,Mitra,7/1/1987,21512.71,8/2/2025
259,Sourav,Mitra,11/21/2002,27881.31,4/15/2037
260,Tanmoy,Chakraborty,2/8/2006,9102.76,
261,Priya,Roy,9/30/1990,43506.15,
262,Niladri,Chakraborty,12/23/1992,37074.36,
263,Rahul,Banerjee,10/18/1998,21049.64,
264,Sneha,Chatterjee,8/7/1991,16286.71,
265,Niladri,Mukherjee,10/23/1978,7954.75,4/14/2002
266,Tanmoy,Das,3/26/2005,22211.34,
267,Anjali,Sarkar,3/26/2002,10856.89,5/5/2028
268,Sandip,Banerjee,6/26/1990,33943.07,10/27/2016
269,Niladri,Sarkar,8/21/1998,11103.87,8/23/2019
270,Tanmoy,Das,5/6/1975,47271.67,
271,Argha,Mitra,6/18/1986,6087.22,
272,Sayan,Pal,4/26/1994,19072.35,
273,Ranit,Sharma,1/24/2000,17772.94,2/17/2038
274,Debayan,Bose,11/24/1976,46066.01,3/13/2007
275,Sneha,Mukherjee,4/4/1994,32043.07,2/26/2030
276,Priya,Banerjee,3/3/1993,16305.93,
277,Tanmoy,Sarkar,12/7/2005,21891.92,11/23/2027
278,Abhi,Sen,7/18/1994,4024.49,4/13/2026
279,Priya,Pal,3/25/1990,38977.98,
280,Subhajit,Sharma,5/28/2003,25546.61,
281,Riya,Roy,8/18/2007,40770.35,2/2/2042
282,Ranit,Banerjee,7/27/1981,8757.60,
283,Argha,Mitra,5/27/2004,47569.48,
284,Sayan,Sarkar,4/15/2000,34088.56,5/5/2030
285,Niladri,Chakraborty,7/1/2003,43225.92,9/24/2030
286,Sneha,Chatterjee,9/23/1994,22166.18,
287,Priya,Mitra,4/28/1987,25416.11,3/15/2015
288,Priya,Sarkar,4/10/1995,18500.01,
289,Priya,Banerjee,12/2/2003,4605.80,2/1/2043
290,Tanmoy,Sharma,3/31/1992,47716.15,8/30/2024
291,Amit,Sarkar,8/23/2000,30289.79,11/3/2027
292,Sandip,Chatterjee,10/10/1977,44966.43,12/13/2015
293,Sneha,Pal,10/13/1978,2053.19,8/21/2002
294,Vikram,Sarkar,7/5/1998,18258.51,1/20/2022
295,Priya,Ghosh,5/3/1993,29934.50,7/19/2028
296,Sneha,Banerjee,10/15/1989,33951.13,
297,Priya,Dutta,6/19/2007,30174.77,10/11/2047
298,Argha,Roy,8/28/1978,45845.65,10/24/2001
299,Priya,Chakraborty,5/1/2006,29792.56,3/17/2029
300,Subhajit,Dutta,1/27/2000,39603.93,
301,Argha,Chakraborty,7/12/2006,49858.49,1/31/2043
302,Sandip,Banerjee,12/24/2003,18155.22,5/15/2035
303,Riya,Dutta,2/1/1983,47388.65,9/26/2010
304,Sayan,Sen,2/28/1985,3950.54,8/15/2008
305,Abhi,Sharma,3/19/1999,26373.93,1/7/2039
306,Sneha,Mitra,9/21/2002,18898.32,
307,Pankaj,Chatterjee,1/29/2006,45142.53,3/17/2044
308,Vikram,Das,6/6/1993,36007.33,
309,Vikram,Mukherjee,10/13/1987,22501.51,5/6/2025
310,Sourav,Sen,11/18/1988,23503.88,6/17/2026
311,Mousumi,Roy,6/5/2005,23137.83,4/18/2035
312,Priya,Mitra,2/17/1992,48316.78,7/3/2021
313,Mousumi,Mitra,2/14/2002,12575.16,
314,Sayan,Bose,8/26/1991,35598.91,12/8/2013
315,Sandip,Bose,8/4/1980,38179.53,
316,Akash,Sarkar,1/10/1998,21929.88,
317,Ranit,Bose,3/28/1995,1430.84,2/3/2036
318,Amit,Ghosh,7/8/1997,19369.69,
319,Subhajit,Roy,1/26/1985,46548.21,
320,Sneha,Mitra,7/20/1981,14415.28,
321,Sayan,Pal,3/23/1981,22485.21,9/24/2011
322,Rahul,Banerjee,11/8/1975,41764.66,
323,Sourav,Pal,4/24/2002,38831.01,10/15/2024
324,Ranit,Dutta,6/19/1980,21049.29,
325,Tanmoy,Sarkar,10/26/1977,45266.83,
326,Tanmoy,Sharma,9/27/1975,12172.71,8/14/2008
327,Argha,Dutta,4/3/1994,17705.52,
328,Niladri,Ghosh,5/27/1983,26221.88,4/22/2005
329,Riya,Banerjee,8/6/1998,49417.74,3/21/2036
330,Sourav,Das,7/7/1992,31819.97,6/23/2013
331,Riya,Dutta,9/24/1975,3471.22,
332,Ranit,Pal,6/22/2004,29136.98,10/6/2041
333,Sneha,Chatterjee,12/27/1976,16993.51,
334,Pankaj,Bose,9/17/2005,23978.71,4/17/2041
335,Pankaj,Mitra,1/18/1981,38831.90,
336,Vikram,Das,2/29/1988,39576.35,
337,Amit,Roy,11/28/1988,27197.23,3/8/2027
338,Akash,Das,1/7/2004,17913.01,
339,Amit,Bose,5/31/2004,6311.30,
340,Riya,Ghosh,12/10/1992,47828.29,12/28/2032
341,Sneha,Chatterjee,4/4/1997,46223.09,6/25/2025
342,Sandip,Dutta,9/15/1978,21587.30,6/17/2000
343,Pankaj,Sharma,3/6/1988,4095.44,
344,Priya,Dutta,1/1/1995,8415.57,7/17/2024
345,Vikram,Roy,1/21/1995,43514.86,
346,Riya,Mukherjee,7/6/1994,49003.36,
347,Amit,Banerjee,2/8/2005,25702.99,3/29/2033
348,Pankaj,Das,5/28/1981,39087.47,8/6/2016
349,Amit,Chatterjee,1/6/1978,32293.63,
350,Riya,Ghosh,6/11/2000,7756.56,
351,Vikram,Roy,9/9/1991,28738.70,5/25/2013
352,Sandip,Roy,11/8/1992,14006.62,
353,Abhi,Das,5/7/1983,45685.77,1/5/2012
354,Abhi,Dutta,9/4/1986,49818.62,6/22/2011
355,Priya,Pal,1/12/1997,6872.85,
356,Subhajit,Sarkar,9/29/1982,49863.39,9/17/2012
357,Sneha,Chakraborty,8/2/1990,27154.35,11/27/2022
358,Priya,Bose,1/24/1982,35040.94,11/6/2022
359,Pankaj,Mitra,3/20/1991,49258.11,12/3/2013
360,Argha,Sen,2/28/1997,27745.67,
361,Riya,Sarkar,9/30/1999,44223.90,
362,Subhajit,Dutta,11/10/1992,23985.39,12/19/2028
363,Anjali,Mitra,5/14/1993,6353.81,1/3/2015
364,Sneha,Chakraborty,4/30/1978,25916.26,7/26/2013
365,Argha,Bose,9/24/1999,38412.30,10/18/2023
366,Argha,Ghosh,7/22/1997,41586.40,10/13/2018
367,Sandip,Chatterjee,8/22/1988,16200.77,
368,Ranit,Roy,4/11/1998,4035.11,3/26/2037
369,Mousumi,Chakraborty,9/16/1999,31288.62,
370,Tanmoy,Sharma,3/11/1979,29631.24,12/16/2002
371,Niladri,Chatterjee,9/5/1982,45109.84,10/29/2018
372,Sneha,Bose,4/13/2000,43202.68,
373,Subhajit,Das,10/10/2003,32591.39,9/11/2029
374,Niladri,Ghosh,9/23/2002,44460.94,11/18/2033
375,Sourav,Dutta,10/18/2003,12319.41,8/12/2034
376,Debayan,Dutta,5/6/1995,3089.66,
377,Vikram,Ghosh,9/20/1996,30372.35,5/2/2024
378,Sneha,Bose,3/23/2007,49402.37,
379,Riya,Ghosh,11/12/1980,28126.40,5/26/2012
380,Sneha,Sen,12/4/1995,22534.84,
381,Argha,Banerjee,4/9/1977,19269.08,
382,Tanmoy,Ghosh,2/19/1986,8069.01,5/11/2026
383,Sneha,Mukherjee,5/7/2007,38179.76,
384,Sayan,Sharma,12/10/1995,24918.78,11/5/2022
385,Subhajit,Ghosh,9/3/1997,10835.71,1/22/2023
386,Riya,Das,4/8/1977,29916.19,
387,Sayan,Dutta,1/28/1999,5464.10,
388,Argha,Dutta,8/20/2007,20222.38,
389,Amit,Ghosh,4/18/1977,18189.94,8/24/2001
390,Priya,Banerjee,4/30/1992,27537.87,6/16/2029
391,Tanmoy,Chakraborty,5/30/2002,48756.63,
392,Debayan,Roy,3/18/1990,37772.76,5/25/2018
393,Mousumi,Mukherjee,11/2/1997,2360.64,9/22/2018
394,Argha,Pal,12/9/1989,22903.73,7/28/2021
395,Tanmoy,Sharma,4/9/1981,30692.10,
396,Pankaj,Ghosh,8/27/2002,29726.86,5/8/2029
397,Sandip,Bose,11/12/1997,28189.92,9/29/2033
398,Sayan,Bose,9/30/1975,33722.94,
399,Anjali,Mukherjee,10/19/1988,43617.75,1/19/2025
400,Rahul,Mukherjee,4/15/1996,32813.99,
401,Niladri,Mukherjee,3/17/1985,24074.39,4/13/2018
402,Sandip,Chakraborty,5/8/2007,19071.50,3/14/2046
403,Ranit,Das,9/6/2000,9620.14,2/18/2023
404,Vikram,Roy,10/14/1993,34555.96,
405,Anjali,Sharma,6/6/2002,42434.01,12/28/2041
406,Amit,Pal,3/12/1981,16319.97,10/4/2013
407,Sayan,Sharma,11/26/1991,8741.80,
408,Sourav,Roy,7/4/1999,38622.29,
409,Akash,Mukherjee,9/19/1996,12401.30,
410,Sourav,Dutta,2/1/1985,38581.60,10/1/2011
411,Mousumi,Pal,8/16/2006,17505.28,5/15/2037
412,Akash,Dutta,6/19/1980,19046.74,8/19/2012
413,Debayan,Bose,6/25/1990,7409.16,7/6/2028
414,Amit,Dutta,1/13/2007,46208.08,
415,Akash,Pal,6/28/1996,41414.79,
416,Akash,Sharma,3/25/2006,5550.41,
417,Niladri,Sen,11/16/1985,45268.69,
418,Ranit,Chakraborty,6/11/1985,20723.74,
419,Sayan,Banerjee,7/22/2005,48229.49,8/28/2025
420,Pankaj,Ghosh,4/14/2004,23837.41,12/21/2043
421,Mousumi,Mitra,11/20/1987,32330.31,
422,Subhajit,Chakraborty,10/2/2000,36960.46,
423,Amit,Chatterjee,9/29/1993,46702.74,9/3/2017
424,Amit,Bose,10/22/1992,46836.78,12/21/2016
425,Priya,Das,6/1/1975,30178.87,
426,Sneha,Dutta,5/20/1995,26263.49,7/21/2027
427,Argha,Bose,8/14/1997,40459.81,12/5/2021
428,Sneha,Chatterjee,10/18/2007,35958.05,7/20/2033
429,Rahul,Pal,2/14/1990,33752.62,11/4/2022
430,Mousumi,Chatterjee,5/28/2002,20333.97,7/5/2042
431,Anjali,Sharma,9/16/1989,33495.87,
432,Pankaj,Chatterjee,6/1/1996,12477.55,
433,Akash,Ghosh,7/25/1985,47706.34,7/16/2011
434,Priya,Mukherjee,6/5/2007,32718.80,4/11/2033
435,Ranit,Das,12/15/2004,15409.64,
436,Debayan,Chakraborty,7/17/1997,35207.50,6/9/2037
437,Priya,Pal,4/7/1980,18440.44,11/13/2006
438,Ranit,Sen,12/28/1980,37411.97,3/8/2011
439,Tanmoy,Roy,8/27/1993,23594.32,2/10/2034
440,Sourav,Mitra,10/15/2004,12448.52,11/11/2041
441,Tanmoy,Bose,9/3/1978,35217.93,7/3/2010
442,Subhajit,Mukherjee,1/13/1980,27427.70,
443,Sandip,Sen,9/9/2000,16473.07,5/13/2024
444,Sandip,Sarkar,3/19/1980,29199.07,4/11/2016
445,Subhajit,Sharma,12/25/1994,6684.02,2/19/2025
446,Anjali,Sarkar,4/18/2000,23172.68,
447,Priya,Pal,12/23/1975,40841.02,
448,Mousumi,Mukherjee,4/11/1978,17291.99,
449,Subhajit,Sharma,9/14/1977,49308.25,3/28/1999
450,Sayan,Das,11/17/1987,6857.90,2/9/2025
451,Anjali,Roy,2/27/1992,45347.69,9/17/2032
452,Debayan,Banerjee,8/16/2005,27011.08,3/23/2045
453,Riya,Banerjee,1/3/1983,26489.24,10/22/2011
454,Ranit,Bose,2/26/1975,23203.89,10/31/2001
455,Sourav,Ghosh,11/11/1998,11560.24,
456,Vikram,Roy,12/16/1981,46876.78,
457,Abhi,Das,8/12/2004,46818.27,10/12/2041
458,Rahul,Sen,3/30/1984,29737.81,
459,Vikram,Mukherjee,2/22/2005,12312.23,3/22/2026
460,Amit,Ghosh,9/9/1994,10941.73,
461,Amit,Chatterjee,8/8/1997,40807.73,11/3/2022
462,Niladri,Roy,11/26/2000,40937.29,12/22/2035
463,Ranit,Dutta,6/5/1981,11130.03,2/7/2013
464,Priya,Dutta,9/25/1977,43997.72,12/27/2010
465,Pankaj,Chakraborty,6/12/2005,2439.52,7/19/2036
466,Riya,Chakraborty,2/11/2005,26270.71,
467,Anjali,Ghosh,9/10/1981,9275.56,
468,Sourav,Sarkar,10/23/1985,42891.31,7/16/2012
469,Argha,Mitra,10/9/1995,20692.61,5/15/2028
470,Anjali,Sharma,10/10/1998,12218.64,
471,Mousumi,Roy,1/4/2004,22544.36,
472,Riya,Banerjee,1/10/1999,2671.68,4/14/2023
473,Debayan,Chakraborty,2/19/2002,3731.94,9/18/2041
474,Niladri,Pal,2/13/2005,10523.57,11/10/2035
475,Sneha,Dutta,9/9/1975,9582.18,
476,Abhi,Pal,6/25/1996,30259.64,1/26/2032
477,Mousumi,Ghosh,9/26/1985,14224.65,2/12/2023
478,Vikram,Sharma,2/6/2004,13151.93,
479,Sandip,Sarkar,11/27/1995,49067.79,
480,Sayan,Mitra,5/13/1989,15714.81,8/30/2017
481,Amit,Mukherjee,12/4/1984,13112.63,4/10/2005
482,Niladri,Mukherjee,4/19/2007,9889.97,9/13/2030
483,Ranit,Ghosh,7/23/2000,27577.06,9/29/2031
484,Sneha,Dutta,12/1/1996,37005.75,4/18/2031
485,Vikram,Chatterjee,10/19/1990,36043.65,
